C:\Users\vinay\Downloads\video_pexels\videos\tensorflow\nanoGPTswiGLUV2\train.py:209: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
C:\Users\vinay\Downloads\video_pexels\videos\venv\Lib\site-packages\torch\amp\grad_scaler.py:136: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: device = cpu
Overriding: compile = False
Overriding: eval_iters = 100
Overriding: log_interval = 1
Overriding: block_size = 128
Overriding: batch_size = 24
Overriding: n_layer = 6
Overriding: n_head = 6
Overriding: n_embd = 192
Overriding: max_iters = 4000
Overriding: lr_decay_iters = 4000
Overriding: dropout = 0.0
tokens per iteration will be: 3,072
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 2.67M
num decayed parameter tensors: 26, with 2,691,264 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 2025: loss 1.2509, time 592.85ms, mfu 0.03%
iter 2026: loss 1.3310, time 626.27ms, mfu 0.03%
iter 2027: loss 1.2970, time 611.88ms, mfu 0.03%
iter 2028: loss 1.3776, time 625.15ms, mfu 0.03%
iter 2029: loss 1.2714, time 617.99ms, mfu 0.03%
iter 2030: loss 1.2902, time 617.49ms, mfu 0.03%
iter 2031: loss 1.3103, time 601.72ms, mfu 0.03%
iter 2032: loss 1.2611, time 632.43ms, mfu 0.03%
iter 2033: loss 1.2539, time 614.64ms, mfu 0.03%
iter 2034: loss 1.2735, time 614.14ms, mfu 0.03%
iter 2035: loss 1.2825, time 610.66ms, mfu 0.03%
iter 2036: loss 1.3469, time 625.28ms, mfu 0.03%
iter 2037: loss 1.2522, time 613.56ms, mfu 0.03%
iter 2038: loss 1.2510, time 633.77ms, mfu 0.03%
iter 2039: loss 1.3089, time 604.45ms, mfu 0.03%
iter 2040: loss 1.2366, time 606.29ms, mfu 0.03%
iter 2041: loss 1.3328, time 628.39ms, mfu 0.03%
iter 2042: loss 1.2851, time 610.23ms, mfu 0.03%
iter 2043: loss 1.3481, time 632.71ms, mfu 0.03%
iter 2044: loss 1.2819, time 624.91ms, mfu 0.03%
iter 2045: loss 1.3343, time 605.80ms, mfu 0.03%
iter 2046: loss 1.2728, time 611.15ms, mfu 0.03%
iter 2047: loss 1.3096, time 612.44ms, mfu 0.03%
iter 2048: loss 1.3443, time 613.00ms, mfu 0.03%
iter 2049: loss 1.2749, time 631.01ms, mfu 0.03%
iter 2050: loss 1.3217, time 601.91ms, mfu 0.03%
iter 2051: loss 1.2769, time 618.34ms, mfu 0.03%
iter 2052: loss 1.2810, time 628.27ms, mfu 0.03%
iter 2053: loss 1.2748, time 618.75ms, mfu 0.03%
iter 2054: loss 1.2526, time 620.24ms, mfu 0.03%
iter 2055: loss 1.2960, time 617.28ms, mfu 0.03%
iter 2056: loss 1.2790, time 617.28ms, mfu 0.03%
iter 2057: loss 1.2641, time 632.70ms, mfu 0.03%
iter 2058: loss 1.2735, time 623.01ms, mfu 0.03%
iter 2059: loss 1.3035, time 616.81ms, mfu 0.03%
iter 2060: loss 1.2673, time 615.63ms, mfu 0.03%
iter 2061: loss 1.2666, time 626.67ms, mfu 0.03%
iter 2062: loss 1.3007, time 630.23ms, mfu 0.03%
iter 2063: loss 1.3293, time 621.29ms, mfu 0.03%
iter 2064: loss 1.2763, time 616.42ms, mfu 0.03%
iter 2065: loss 1.2886, time 615.98ms, mfu 0.03%
iter 2066: loss 1.2626, time 611.41ms, mfu 0.03%
iter 2067: loss 1.2806, time 630.21ms, mfu 0.03%
iter 2068: loss 1.3352, time 616.53ms, mfu 0.03%
iter 2069: loss 1.2293, time 624.64ms, mfu 0.03%
iter 2070: loss 1.3487, time 598.29ms, mfu 0.03%
iter 2071: loss 1.3453, time 606.60ms, mfu 0.03%
iter 2072: loss 1.3008, time 580.17ms, mfu 0.03%
iter 2073: loss 1.3216, time 609.90ms, mfu 0.03%
iter 2074: loss 1.2854, time 599.05ms, mfu 0.03%
iter 2075: loss 1.3107, time 589.52ms, mfu 0.03%
iter 2076: loss 1.2949, time 624.32ms, mfu 0.03%
iter 2077: loss 1.3063, time 585.70ms, mfu 0.03%
iter 2078: loss 1.2874, time 571.76ms, mfu 0.03%
iter 2079: loss 1.3111, time 598.95ms, mfu 0.03%
iter 2080: loss 1.2938, time 584.66ms, mfu 0.03%
iter 2081: loss 1.3773, time 611.37ms, mfu 0.03%
iter 2082: loss 1.3130, time 606.30ms, mfu 0.03%
iter 2083: loss 1.2550, time 601.33ms, mfu 0.03%
iter 2084: loss 1.3053, time 620.87ms, mfu 0.03%
iter 2085: loss 1.3151, time 589.53ms, mfu 0.03%
iter 2086: loss 1.3037, time 608.20ms, mfu 0.03%
iter 2087: loss 1.2737, time 601.26ms, mfu 0.03%
iter 2088: loss 1.1970, time 616.61ms, mfu 0.03%
iter 2089: loss 1.3525, time 633.82ms, mfu 0.03%
iter 2090: loss 1.2715, time 616.84ms, mfu 0.03%
iter 2091: loss 1.3005, time 621.27ms, mfu 0.03%
iter 2092: loss 1.3036, time 615.17ms, mfu 0.03%
iter 2093: loss 1.2132, time 600.34ms, mfu 0.03%
iter 2094: loss 1.2767, time 616.40ms, mfu 0.03%
iter 2095: loss 1.2730, time 615.88ms, mfu 0.03%
iter 2096: loss 1.3312, time 608.92ms, mfu 0.03%
iter 2097: loss 1.2907, time 614.02ms, mfu 0.03%
iter 2098: loss 1.3485, time 626.36ms, mfu 0.03%
iter 2099: loss 1.2658, time 605.31ms, mfu 0.03%
iter 2100: loss 1.3166, time 627.39ms, mfu 0.03%
iter 2101: loss 1.2585, time 628.49ms, mfu 0.03%
iter 2102: loss 1.2899, time 590.57ms, mfu 0.03%
iter 2103: loss 1.2733, time 646.95ms, mfu 0.03%
iter 2104: loss 1.2475, time 641.49ms, mfu 0.03%
iter 2105: loss 1.3370, time 637.46ms, mfu 0.03%
iter 2106: loss 1.2914, time 632.60ms, mfu 0.03%
iter 2107: loss 1.3193, time 595.38ms, mfu 0.03%
iter 2108: loss 1.3281, time 607.86ms, mfu 0.03%
iter 2109: loss 1.2838, time 629.08ms, mfu 0.03%
iter 2110: loss 1.3592, time 611.60ms, mfu 0.03%
iter 2111: loss 1.2836, time 624.22ms, mfu 0.03%
iter 2112: loss 1.2219, time 616.06ms, mfu 0.03%
iter 2113: loss 1.2380, time 588.05ms, mfu 0.03%
iter 2114: loss 1.2662, time 610.61ms, mfu 0.03%
iter 2115: loss 1.2876, time 588.80ms, mfu 0.03%
iter 2116: loss 1.3041, time 614.64ms, mfu 0.03%
iter 2117: loss 1.2971, time 633.48ms, mfu 0.03%
iter 2118: loss 1.2897, time 591.19ms, mfu 0.03%
iter 2119: loss 1.2650, time 631.11ms, mfu 0.03%
iter 2120: loss 1.2880, time 618.67ms, mfu 0.03%
iter 2121: loss 1.2658, time 622.87ms, mfu 0.03%
iter 2122: loss 1.2859, time 631.97ms, mfu 0.03%
iter 2123: loss 1.2208, time 609.46ms, mfu 0.03%
iter 2124: loss 1.3028, time 604.83ms, mfu 0.03%
iter 2125: loss 1.3436, time 599.88ms, mfu 0.03%
iter 2126: loss 1.3099, time 598.94ms, mfu 0.03%
iter 2127: loss 1.3148, time 577.14ms, mfu 0.03%
iter 2128: loss 1.3071, time 573.22ms, mfu 0.03%
iter 2129: loss 1.2643, time 597.14ms, mfu 0.03%
iter 2130: loss 1.2559, time 566.56ms, mfu 0.03%
iter 2131: loss 1.3262, time 566.13ms, mfu 0.03%
iter 2132: loss 1.2784, time 560.10ms, mfu 0.03%
iter 2133: loss 1.2684, time 557.01ms, mfu 0.03%
iter 2134: loss 1.3134, time 567.74ms, mfu 0.03%
iter 2135: loss 1.2036, time 574.18ms, mfu 0.03%
iter 2136: loss 1.3115, time 555.03ms, mfu 0.03%
iter 2137: loss 1.2542, time 562.43ms, mfu 0.03%
iter 2138: loss 1.2498, time 577.07ms, mfu 0.03%
iter 2139: loss 1.2465, time 551.69ms, mfu 0.03%
iter 2140: loss 1.2324, time 565.09ms, mfu 0.03%
iter 2141: loss 1.3618, time 568.48ms, mfu 0.03%
iter 2142: loss 1.2484, time 541.98ms, mfu 0.03%
iter 2143: loss 1.2389, time 555.02ms, mfu 0.03%
iter 2144: loss 1.2613, time 571.82ms, mfu 0.03%
iter 2145: loss 1.2076, time 554.51ms, mfu 0.03%
iter 2146: loss 1.2381, time 560.60ms, mfu 0.03%
iter 2147: loss 1.2708, time 570.34ms, mfu 0.03%
iter 2148: loss 1.2800, time 537.37ms, mfu 0.03%
iter 2149: loss 1.2994, time 559.42ms, mfu 0.03%
iter 2150: loss 1.2880, time 562.79ms, mfu 0.03%
iter 2151: loss 1.2624, time 544.85ms, mfu 0.03%
iter 2152: loss 1.2799, time 564.48ms, mfu 0.03%
iter 2153: loss 1.2659, time 562.17ms, mfu 0.03%
iter 2154: loss 1.2993, time 536.91ms, mfu 0.03%
iter 2155: loss 1.2569, time 576.09ms, mfu 0.03%
iter 2156: loss 1.2480, time 575.78ms, mfu 0.03%
iter 2157: loss 1.2322, time 564.37ms, mfu 0.03%
iter 2158: loss 1.3042, time 547.59ms, mfu 0.03%
iter 2159: loss 1.2642, time 563.73ms, mfu 0.03%
iter 2160: loss 1.2931, time 547.29ms, mfu 0.03%
iter 2161: loss 1.2217, time 561.00ms, mfu 0.03%
iter 2162: loss 1.2462, time 560.40ms, mfu 0.03%
iter 2163: loss 1.2710, time 553.44ms, mfu 0.03%
iter 2164: loss 1.2755, time 563.31ms, mfu 0.03%
iter 2165: loss 1.2893, time 573.58ms, mfu 0.03%
iter 2166: loss 1.3229, time 547.10ms, mfu 0.03%
iter 2167: loss 1.1883, time 561.98ms, mfu 0.03%
iter 2168: loss 1.3037, time 565.53ms, mfu 0.03%
iter 2169: loss 1.3329, time 554.89ms, mfu 0.03%
iter 2170: loss 1.2552, time 552.26ms, mfu 0.03%
iter 2171: loss 1.3037, time 550.83ms, mfu 0.03%
iter 2172: loss 1.2816, time 561.67ms, mfu 0.03%
iter 2173: loss 1.3143, time 556.70ms, mfu 0.03%
iter 2174: loss 1.2529, time 550.29ms, mfu 0.03%
iter 2175: loss 1.2382, time 558.42ms, mfu 0.03%
iter 2176: loss 1.2505, time 546.95ms, mfu 0.03%
iter 2177: loss 1.2082, time 551.00ms, mfu 0.03%
iter 2178: loss 1.2787, time 558.48ms, mfu 0.03%
iter 2179: loss 1.2285, time 546.47ms, mfu 0.03%
iter 2180: loss 1.2704, time 545.38ms, mfu 0.03%
iter 2181: loss 1.2480, time 555.60ms, mfu 0.03%
iter 2182: loss 1.1991, time 554.51ms, mfu 0.03%
iter 2183: loss 1.2468, time 565.19ms, mfu 0.03%
iter 2184: loss 1.2660, time 562.91ms, mfu 0.03%
iter 2185: loss 1.2809, time 551.06ms, mfu 0.03%
iter 2186: loss 1.2544, time 572.55ms, mfu 0.03%
iter 2187: loss 1.3136, time 567.17ms, mfu 0.03%
iter 2188: loss 1.2319, time 550.21ms, mfu 0.03%
iter 2189: loss 1.2373, time 556.52ms, mfu 0.03%
iter 2190: loss 1.2541, time 561.92ms, mfu 0.03%
iter 2191: loss 1.2891, time 555.70ms, mfu 0.03%
iter 2192: loss 1.2765, time 558.23ms, mfu 0.03%
iter 2193: loss 1.2612, time 565.76ms, mfu 0.03%
iter 2194: loss 1.2757, time 545.35ms, mfu 0.03%
iter 2195: loss 1.2438, time 557.93ms, mfu 0.03%
iter 2196: loss 1.3545, time 571.44ms, mfu 0.03%
iter 2197: loss 1.2678, time 550.99ms, mfu 0.03%
iter 2198: loss 1.2241, time 570.09ms, mfu 0.03%
iter 2199: loss 1.3072, time 568.15ms, mfu 0.03%
iter 2200: loss 1.2435, time 553.56ms, mfu 0.03%
iter 2201: loss 1.3070, time 554.78ms, mfu 0.03%
iter 2202: loss 1.3086, time 570.71ms, mfu 0.03%
iter 2203: loss 1.2678, time 550.61ms, mfu 0.03%
iter 2204: loss 1.2823, time 545.85ms, mfu 0.03%
iter 2205: loss 1.2333, time 562.21ms, mfu 0.03%
iter 2206: loss 1.2559, time 552.94ms, mfu 0.03%
iter 2207: loss 1.2941, time 552.23ms, mfu 0.03%
iter 2208: loss 1.2677, time 556.55ms, mfu 0.03%
iter 2209: loss 1.1793, time 564.99ms, mfu 0.03%
iter 2210: loss 1.2436, time 552.29ms, mfu 0.03%
iter 2211: loss 1.2693, time 551.58ms, mfu 0.03%
iter 2212: loss 1.3008, time 567.38ms, mfu 0.03%
iter 2213: loss 1.3035, time 546.44ms, mfu 0.03%
iter 2214: loss 1.3087, time 561.95ms, mfu 0.03%
iter 2215: loss 1.2327, time 571.43ms, mfu 0.03%
iter 2216: loss 1.2864, time 551.68ms, mfu 0.03%
iter 2217: loss 1.3054, time 564.81ms, mfu 0.03%
iter 2218: loss 1.2173, time 561.82ms, mfu 0.03%
iter 2219: loss 1.3139, time 559.63ms, mfu 0.03%
iter 2220: loss 1.2775, time 559.20ms, mfu 0.03%
iter 2221: loss 1.2102, time 556.00ms, mfu 0.03%
iter 2222: loss 1.2551, time 568.94ms, mfu 0.03%
iter 2223: loss 1.2592, time 563.32ms, mfu 0.03%
iter 2224: loss 1.2974, time 553.03ms, mfu 0.03%
iter 2225: loss 1.2085, time 559.06ms, mfu 0.03%
iter 2226: loss 1.2693, time 564.16ms, mfu 0.03%
iter 2227: loss 1.2620, time 564.77ms, mfu 0.03%
iter 2228: loss 1.3193, time 558.34ms, mfu 0.03%
iter 2229: loss 1.2516, time 569.10ms, mfu 0.03%
iter 2230: loss 1.3116, time 567.12ms, mfu 0.03%
iter 2231: loss 1.2977, time 559.46ms, mfu 0.03%
iter 2232: loss 1.2311, time 566.05ms, mfu 0.03%
iter 2233: loss 1.2641, time 553.03ms, mfu 0.03%
iter 2234: loss 1.2543, time 554.87ms, mfu 0.03%
iter 2235: loss 1.3198, time 551.26ms, mfu 0.03%
iter 2236: loss 1.3159, time 573.81ms, mfu 0.03%
iter 2237: loss 1.2948, time 566.99ms, mfu 0.03%
iter 2238: loss 1.1985, time 555.77ms, mfu 0.03%
iter 2239: loss 1.2395, time 566.07ms, mfu 0.03%
iter 2240: loss 1.2623, time 553.06ms, mfu 0.03%
iter 2241: loss 1.2888, time 554.56ms, mfu 0.03%
iter 2242: loss 1.2374, time 545.81ms, mfu 0.03%
iter 2243: loss 1.2825, time 566.17ms, mfu 0.03%
iter 2244: loss 1.2063, time 534.87ms, mfu 0.03%
iter 2245: loss 1.2475, time 559.69ms, mfu 0.03%
iter 2246: loss 1.2881, time 550.82ms, mfu 0.03%
iter 2247: loss 1.2324, time 546.89ms, mfu 0.03%
iter 2248: loss 1.2337, time 569.72ms, mfu 0.03%
iter 2249: loss 1.2211, time 562.92ms, mfu 0.03%
step 2250: train loss 1.2630, val loss 1.5344
saving checkpoint to out-shakespeare-char
iter 2250: loss 1.3330, time 38067.39ms, mfu 0.03%
iter 2251: loss 1.2544, time 541.91ms, mfu 0.03%
iter 2252: loss 1.2679, time 566.13ms, mfu 0.03%
iter 2253: loss 1.2616, time 570.99ms, mfu 0.03%
iter 2254: loss 1.2408, time 548.09ms, mfu 0.03%
iter 2255: loss 1.2169, time 569.68ms, mfu 0.03%
iter 2256: loss 1.2587, time 568.72ms, mfu 0.03%
iter 2257: loss 1.2337, time 555.63ms, mfu 0.03%
iter 2258: loss 1.2344, time 560.66ms, mfu 0.03%
iter 2259: loss 1.2653, time 576.90ms, mfu 0.03%
iter 2260: loss 1.2869, time 549.74ms, mfu 0.03%
iter 2261: loss 1.2284, time 550.09ms, mfu 0.03%
iter 2262: loss 1.3439, time 564.05ms, mfu 0.03%
iter 2263: loss 1.2359, time 554.43ms, mfu 0.03%
iter 2264: loss 1.2513, time 567.60ms, mfu 0.03%
iter 2265: loss 1.2613, time 566.98ms, mfu 0.03%
iter 2266: loss 1.2471, time 557.84ms, mfu 0.03%
iter 2267: loss 1.2111, time 551.38ms, mfu 0.03%
iter 2268: loss 1.2360, time 578.24ms, mfu 0.03%
iter 2269: loss 1.2274, time 559.47ms, mfu 0.03%
iter 2270: loss 1.2964, time 562.84ms, mfu 0.03%
iter 2271: loss 1.2698, time 562.65ms, mfu 0.03%
iter 2272: loss 1.2346, time 565.61ms, mfu 0.03%
iter 2273: loss 1.2161, time 561.45ms, mfu 0.03%
iter 2274: loss 1.2460, time 567.44ms, mfu 0.03%
iter 2275: loss 1.2719, time 548.03ms, mfu 0.03%
iter 2276: loss 1.2268, time 563.01ms, mfu 0.03%
iter 2277: loss 1.2871, time 575.57ms, mfu 0.03%
iter 2278: loss 1.2443, time 569.34ms, mfu 0.03%
iter 2279: loss 1.2057, time 552.44ms, mfu 0.03%
iter 2280: loss 1.2723, time 564.17ms, mfu 0.03%
iter 2281: loss 1.2237, time 567.32ms, mfu 0.03%
iter 2282: loss 1.2711, time 559.97ms, mfu 0.03%
iter 2283: loss 1.2914, time 559.89ms, mfu 0.03%
iter 2284: loss 1.2815, time 561.85ms, mfu 0.03%
iter 2285: loss 1.2581, time 556.36ms, mfu 0.03%
iter 2286: loss 1.1893, time 571.86ms, mfu 0.03%
iter 2287: loss 1.3227, time 547.10ms, mfu 0.03%
iter 2288: loss 1.2108, time 554.98ms, mfu 0.03%
iter 2289: loss 1.2804, time 568.88ms, mfu 0.03%
iter 2290: loss 1.1929, time 553.81ms, mfu 0.03%
iter 2291: loss 1.2362, time 554.71ms, mfu 0.03%
iter 2292: loss 1.2872, time 553.66ms, mfu 0.03%
iter 2293: loss 1.3060, time 553.05ms, mfu 0.03%
iter 2294: loss 1.2326, time 553.31ms, mfu 0.03%
iter 2295: loss 1.2595, time 553.28ms, mfu 0.03%
iter 2296: loss 1.2527, time 565.25ms, mfu 0.03%
iter 2297: loss 1.2550, time 556.79ms, mfu 0.03%
iter 2298: loss 1.3055, time 572.98ms, mfu 0.03%
iter 2299: loss 1.2837, time 569.30ms, mfu 0.03%
iter 2300: loss 1.2410, time 558.24ms, mfu 0.03%
iter 2301: loss 1.2476, time 564.65ms, mfu 0.03%
iter 2302: loss 1.3148, time 554.32ms, mfu 0.03%
iter 2303: loss 1.2495, time 550.14ms, mfu 0.03%
iter 2304: loss 1.2394, time 555.72ms, mfu 0.03%
iter 2305: loss 1.3470, time 564.83ms, mfu 0.03%
iter 2306: loss 1.2326, time 554.47ms, mfu 0.03%
iter 2307: loss 1.2829, time 557.13ms, mfu 0.03%
iter 2308: loss 1.2322, time 571.57ms, mfu 0.03%
iter 2309: loss 1.2188, time 551.07ms, mfu 0.03%
iter 2310: loss 1.2187, time 552.49ms, mfu 0.03%
iter 2311: loss 1.2527, time 579.83ms, mfu 0.03%
iter 2312: loss 1.2835, time 553.69ms, mfu 0.03%
iter 2313: loss 1.2844, time 557.16ms, mfu 0.03%
iter 2314: loss 1.2512, time 552.21ms, mfu 0.03%
iter 2315: loss 1.2614, time 557.86ms, mfu 0.03%
iter 2316: loss 1.2789, time 549.10ms, mfu 0.03%
iter 2317: loss 1.3128, time 573.74ms, mfu 0.03%
iter 2318: loss 1.2461, time 583.20ms, mfu 0.03%
iter 2319: loss 1.2338, time 567.97ms, mfu 0.03%
iter 2320: loss 1.2741, time 568.33ms, mfu 0.03%
iter 2321: loss 1.2495, time 574.18ms, mfu 0.03%
iter 2322: loss 1.2250, time 562.56ms, mfu 0.03%
iter 2323: loss 1.1778, time 572.18ms, mfu 0.03%
iter 2324: loss 1.3180, time 559.60ms, mfu 0.03%
iter 2325: loss 1.2644, time 572.48ms, mfu 0.03%
iter 2326: loss 1.2353, time 567.94ms, mfu 0.03%
iter 2327: loss 1.2769, time 560.96ms, mfu 0.03%
iter 2328: loss 1.2305, time 551.22ms, mfu 0.03%
iter 2329: loss 1.2692, time 562.72ms, mfu 0.03%
iter 2330: loss 1.2781, time 572.66ms, mfu 0.03%
iter 2331: loss 1.2380, time 563.85ms, mfu 0.03%
iter 2332: loss 1.2780, time 574.31ms, mfu 0.03%
iter 2333: loss 1.2566, time 557.65ms, mfu 0.03%
iter 2334: loss 1.2628, time 565.62ms, mfu 0.03%
iter 2335: loss 1.1968, time 568.89ms, mfu 0.03%
iter 2336: loss 1.2627, time 562.57ms, mfu 0.03%
iter 2337: loss 1.2124, time 564.79ms, mfu 0.03%
iter 2338: loss 1.2093, time 567.18ms, mfu 0.03%
iter 2339: loss 1.1821, time 557.92ms, mfu 0.03%
iter 2340: loss 1.2511, time 567.03ms, mfu 0.03%
iter 2341: loss 1.2691, time 556.65ms, mfu 0.03%
iter 2342: loss 1.2357, time 582.32ms, mfu 0.03%
iter 2343: loss 1.1891, time 553.74ms, mfu 0.03%
iter 2344: loss 1.2764, time 569.40ms, mfu 0.03%
iter 2345: loss 1.1953, time 577.28ms, mfu 0.03%
iter 2346: loss 1.2648, time 553.53ms, mfu 0.03%
iter 2347: loss 1.2232, time 567.60ms, mfu 0.03%
iter 2348: loss 1.2674, time 565.51ms, mfu 0.03%
iter 2349: loss 1.2418, time 554.45ms, mfu 0.03%
iter 2350: loss 1.2416, time 568.91ms, mfu 0.03%
iter 2351: loss 1.2409, time 550.52ms, mfu 0.03%
iter 2352: loss 1.2651, time 554.54ms, mfu 0.03%
iter 2353: loss 1.2293, time 584.60ms, mfu 0.03%
iter 2354: loss 1.2694, time 567.22ms, mfu 0.03%
iter 2355: loss 1.2782, time 556.17ms, mfu 0.03%
iter 2356: loss 1.3044, time 566.46ms, mfu 0.03%
iter 2357: loss 1.2519, time 563.48ms, mfu 0.03%
iter 2358: loss 1.2251, time 548.64ms, mfu 0.03%
iter 2359: loss 1.2214, time 562.91ms, mfu 0.03%
iter 2360: loss 1.2661, time 569.86ms, mfu 0.03%
iter 2361: loss 1.2348, time 551.43ms, mfu 0.03%
iter 2362: loss 1.2812, time 563.98ms, mfu 0.03%
iter 2363: loss 1.2799, time 557.84ms, mfu 0.03%
iter 2364: loss 1.2557, time 565.11ms, mfu 0.03%
iter 2365: loss 1.1868, time 564.68ms, mfu 0.03%
iter 2366: loss 1.2525, time 559.63ms, mfu 0.03%
iter 2367: loss 1.2865, time 553.66ms, mfu 0.03%
iter 2368: loss 1.2974, time 551.80ms, mfu 0.03%
iter 2369: loss 1.2253, time 565.11ms, mfu 0.03%
iter 2370: loss 1.2039, time 543.09ms, mfu 0.03%
iter 2371: loss 1.2751, time 551.60ms, mfu 0.03%
iter 2372: loss 1.2608, time 550.51ms, mfu 0.03%
iter 2373: loss 1.2083, time 564.37ms, mfu 0.03%
iter 2374: loss 1.2297, time 561.34ms, mfu 0.03%
iter 2375: loss 1.2297, time 554.85ms, mfu 0.03%
iter 2376: loss 1.3306, time 562.89ms, mfu 0.03%
iter 2377: loss 1.2442, time 548.53ms, mfu 0.03%
iter 2378: loss 1.1947, time 572.24ms, mfu 0.03%
iter 2379: loss 1.2397, time 535.76ms, mfu 0.03%
iter 2380: loss 1.2550, time 551.70ms, mfu 0.03%
iter 2381: loss 1.2642, time 572.97ms, mfu 0.03%
iter 2382: loss 1.2441, time 550.90ms, mfu 0.03%
iter 2383: loss 1.2492, time 554.59ms, mfu 0.03%
iter 2384: loss 1.1781, time 562.55ms, mfu 0.03%
iter 2385: loss 1.2620, time 559.22ms, mfu 0.03%
iter 2386: loss 1.2341, time 562.82ms, mfu 0.03%
iter 2387: loss 1.2237, time 567.48ms, mfu 0.03%
iter 2388: loss 1.2524, time 562.00ms, mfu 0.03%
iter 2389: loss 1.2725, time 569.36ms, mfu 0.03%
iter 2390: loss 1.3397, time 556.39ms, mfu 0.03%
iter 2391: loss 1.2300, time 563.98ms, mfu 0.03%
iter 2392: loss 1.2154, time 542.90ms, mfu 0.03%
iter 2393: loss 1.2600, time 559.49ms, mfu 0.03%
iter 2394: loss 1.2187, time 557.81ms, mfu 0.03%
iter 2395: loss 1.3255, time 551.17ms, mfu 0.03%
iter 2396: loss 1.2121, time 569.09ms, mfu 0.03%
iter 2397: loss 1.2196, time 551.40ms, mfu 0.03%
iter 2398: loss 1.2847, time 539.17ms, mfu 0.03%
iter 2399: loss 1.1737, time 560.56ms, mfu 0.03%
iter 2400: loss 1.2233, time 561.65ms, mfu 0.03%
iter 2401: loss 1.2517, time 550.50ms, mfu 0.03%
iter 2402: loss 1.2380, time 548.09ms, mfu 0.03%
iter 2403: loss 1.2899, time 565.28ms, mfu 0.03%
iter 2404: loss 1.2403, time 553.09ms, mfu 0.03%
iter 2405: loss 1.2863, time 569.65ms, mfu 0.03%
iter 2406: loss 1.2465, time 551.92ms, mfu 0.03%
iter 2407: loss 1.2507, time 553.65ms, mfu 0.03%
iter 2408: loss 1.2871, time 569.42ms, mfu 0.03%
iter 2409: loss 1.3550, time 556.51ms, mfu 0.03%
iter 2410: loss 1.2636, time 547.87ms, mfu 0.03%
iter 2411: loss 1.2136, time 564.52ms, mfu 0.03%
iter 2412: loss 1.2275, time 556.53ms, mfu 0.03%
iter 2413: loss 1.2060, time 559.38ms, mfu 0.03%
iter 2414: loss 1.3016, time 557.52ms, mfu 0.03%
iter 2415: loss 1.2370, time 584.10ms, mfu 0.03%
iter 2416: loss 1.2630, time 553.33ms, mfu 0.03%
iter 2417: loss 1.2799, time 551.16ms, mfu 0.03%
iter 2418: loss 1.2013, time 569.58ms, mfu 0.03%
iter 2419: loss 1.2358, time 561.49ms, mfu 0.03%
iter 2420: loss 1.2585, time 564.52ms, mfu 0.03%
iter 2421: loss 1.2341, time 564.56ms, mfu 0.03%
iter 2422: loss 1.2417, time 569.03ms, mfu 0.03%
iter 2423: loss 1.2787, time 565.69ms, mfu 0.03%
iter 2424: loss 1.2532, time 571.72ms, mfu 0.03%
iter 2425: loss 1.2523, time 569.18ms, mfu 0.03%
iter 2426: loss 1.2121, time 580.37ms, mfu 0.03%
iter 2427: loss 1.2606, time 577.23ms, mfu 0.03%
iter 2428: loss 1.2184, time 579.28ms, mfu 0.03%
iter 2429: loss 1.2621, time 572.62ms, mfu 0.03%
iter 2430: loss 1.3194, time 562.23ms, mfu 0.03%
iter 2431: loss 1.2290, time 566.78ms, mfu 0.03%
iter 2432: loss 1.2708, time 584.67ms, mfu 0.03%
iter 2433: loss 1.1594, time 569.41ms, mfu 0.03%
iter 2434: loss 1.2274, time 576.21ms, mfu 0.03%
iter 2435: loss 1.2459, time 566.64ms, mfu 0.03%
iter 2436: loss 1.2004, time 572.54ms, mfu 0.03%
iter 2437: loss 1.2231, time 561.02ms, mfu 0.03%
iter 2438: loss 1.3016, time 570.05ms, mfu 0.03%
iter 2439: loss 1.2524, time 557.33ms, mfu 0.03%
iter 2440: loss 1.2870, time 569.89ms, mfu 0.03%
iter 2441: loss 1.3006, time 570.32ms, mfu 0.03%
